session_id,archive_name,vehicle,mount_position,sampling_label,segment_id,segment_start_m,segment_end_m,start_time_s,end_time_s,latitude,longitude,mean_speed_kmh,median_gps_accuracy_m,n_samples,distance_coverage_m,max_sample_gap_s,rms_vertical,p95_abs,vdv_per_m,peak_density_per_m,psd_0_5_3hz,psd_3_15hz,data_quality_flag,valid_segment,segment_start_m_model,segment_end_m_model,start_time_s_model,end_time_s_model,latitude_model,longitude_model,mean_speed_kmh_model,median_gps_accuracy_m_model,n_samples_model,distance_coverage_m_model,max_sample_gap_s_model,rms_vertical_model,p95_abs_model,vdv_per_m_model,peak_density_per_m_model,psd_0_5_3hz_model,psd_3_15hz_model,rms_vertical_speed_corrected,p95_abs_speed_corrected,vdv_per_m_speed_corrected,psd_0_5_3hz_speed_corrected,psd_3_15hz_speed_corrected,relative_roughness_score,raw_cluster,roughness_class,hotspot_flag,load_kg,load_source,load_ratio,overload_flag,roughness_ratio,load_component_score,roughness_component_score,context_score,wear_risk_band,wear_multiplier,distance_km,wear_increment,cumulative_wear_score,estimated_remaining_km,service_alert
20260811_224202_660,session_20260811_224202_660.zip,tt,dashboard_center,100 Hz,127,2540.0,2560.0,484.72,486.22,-7.940085604197306,112.62433479767397,47.91519949454373,8.123532351290836,151,19.851065568750077,0.0100000000000477,1.394183403553935,2.7070567404585484,0.9571853176281152,0.4030010365082745,0.111686597060987,1.9638354511160148,OK,True,2540.0,2560.0,484.72,486.22,-7.940085604197306,112.62433479767397,47.91519949454373,8.123532351290836,151.0,19.851065568750077,0.0100000000000477,1.394183403553935,2.7070567404585484,0.9571853176281152,0.4030010365082745,0.111686597060987,1.9638354511160148,1.394183403553935,2.7070567404585484,0.9571853176281152,0.0909327964598213,1.9638354511160148,12.2,1.0,Rendah,False,4867.4,load_profile,0.608425,False,0.122,36.5055,4.88,41.3855,Sedang,1.42870057,0.019851065568750076,0.00028361228693180604,0.02928312936413876,6997.317630428037,False
20260811_224202_660,session_20260811_224202_660.zip,tt,dashboard_center,100 Hz,128,2560.0,2580.0,486.23,487.8,-7.940199972613171,112.62420734305776,45.01024305519939,9.118906402321556,158,19.80385085744001,0.0100000000000477,1.579126532550871,2.860230784930814,1.099750221902951,0.4039618384115693,0.0606960031891286,1.7764980123172531,OK,True,2560.0,2580.0,486.23,487.8,-7.940199972613171,112.62420734305776,45.01024305519939,9.118906402321556,158.0,19.80385085744001,0.0100000000000477,1.579126532550871,2.860230784930814,1.099750221902951,0.4039618384115693,0.0606960031891286,1.7764980123172531,1.579126532550871,2.860230784930814,1.099750221902951,0.051616204783375,1.7764980123172531,17.3,1.0,Rendah,False,4738.1,load_profile,0.5922625,False,0.17300000000000001,35.53575,6.920000000000001,42.45575,Sedang,1.4450497825,0.019803850857440013,0.0002861755037420613,0.02956930486788082,6918.130565867347,False
20260811_224202_660,session_20260811_224202_660.zip,tt,dashboard_center,100 Hz,129,2580.0,2600.0,487.81,489.34,-7.940319603768607,112.62406585966376,46.98889959804672,8.85317476347188,154,19.863202644180543,0.0100000000000477,1.3333492061966314,2.6034686295458256,0.9202635098617964,0.3524104408233904,0.0474814686566505,1.8453516795029608,OK,True,2580.0,2600.0,487.81,489.34,-7.940319603768607,112.62406585966376,46.98889959804672,8.85317476347188,154.0,19.863202644180543,0.0100000000000477,1.3333492061966314,2.6034686295458256,0.9202635098617964,0.3524104408233904,0.0474814686566505,1.8453516795029608,1.3333492061966314,2.6034686295458256,0.9202635098617964,0.0391872594303246,1.8453516795029608,10.8,1.0,Rendah,False,4904.1,load_profile,0.6130125000000001,False,0.10800000000000001,36.780750000000005,4.32,41.100750000000005,Sedang,1.42424857,0.019863202644180542,0.00028290137961594356,0.029852206247496762,7019.150301393843,False
20260811_224202_660,session_20260811_224202_660.zip,tt,dashboard_center,100 Hz,130,2600.0,2620.0,489.35,490.94,-7.9404332677595875,112.62394167575684,44.73920465736788,8.849455347967357,160,19.86597285887956,0.0100000000000477,3.0396574510391634,5.790233027829854,2.024590541714557,0.3523612988764951,0.4606024885498461,13.3152385467159,OK,True,2600.0,2620.0,489.35,490.94,-7.9404332677595875,112.62394167575684,44.73920465736788,8.849455347967357,160.0,19.86597285887956,0.0100000000000477,3.0396574510391634,5.790233027829854,2.024590541714557,0.3523612988764951,0.4606024885498461,13.3152385467159,3.0396574510391634,5.790233027829854,2.024590541714557,0.3933490477283425,13.3152385467159,84.2,0.0,Tinggi,False,4844.5,load_profile,0.6055625,False,0.8420000000000001,36.33375,33.68000000000001,70.01375000000002,Tinggi,1.8021142250000002,0.01986597285887956,0.0003580075228245078,0.03021021377032127,5547.361449090701,False
20260811_224202_660,session_20260811_224202_660.zip,tt,dashboard_center,100 Hz,131,2620.0,2640.0,490.95,492.55,-7.940559664964181,112.6238016562528,44.87392751765074,8.203236998645103,161,19.886874098825047,0.0100000000000477,2.406670033425657,4.341529641278117,1.5732696842235587,0.251422117681904,0.0654852362515861,2.509312278460208,OK,True,2620.0,2640.0,490.95,492.55,-7.940559664964181,112.6238016562528,44.87392751765074,8.203236998645103,161.0,19.886874098825047,0.0100000000000477,2.406670033425657,4.341529641278117,1.5732696842235587,0.251422117681904,0.0654852362515861,2.509312278460208,2.406670033425657,4.341529641278117,1.5732696842235587,0.0558066924720149,2.509312278460208,61.2,2.0,Sedang,False,4941.9,load_profile,0.6177374999999999,False,0.612,37.064249999999994,24.48,61.54424999999999,Sedang,1.6910535699999998,0.019886874098825048,0.00033629769440958625,0.030546511464730856,5911.666860354711,False
20260811_224202_660,session_20260811_224202_660.zip,tt,dashboard_center,100 Hz,134,2680.0,2700.0,495.82,497.33,-7.940945316782463,112.62339090254945,47.14039867895045,9.764047742659326,152,19.778961019539565,0.0100000000000477,1.9482009513656675,3.685763358505464,1.2837625494745692,0.303352637889959,0.056633681308235,1.5047430306880965,OK,True,2680.0,2700.0,495.82,497.33,-7.940945316782463,112.62339090254945,47.14039867895045,9.764047742659326,152.0,19.778961019539565,0.0100000000000477,1.9482009513656675,3.685763358505464,1.2837625494745692,0.303352637889959,0.056633681308235,1.5047430306880965,1.9482009513656675,3.685763358505464,1.2837625494745692,0.0466361250332728,1.5047430306880965,36.0,2.0,Sedang,False,4540.8,load_profile,0.5676,False,0.36,34.056,14.399999999999999,48.455999999999996,Sedang,1.5254272,0.019778961019539566,0.00030171365126945384,0.03084822511600031,6553.518370125037,False
20260811_224202_660,session_20260811_224202_660.zip,tt,dashboard_center,100 Hz,136,2720.0,2740.0,498.94,500.6,-7.941188839051015,112.62311264994158,43.341600159258505,9.967675332468742,167,19.9838622184202,0.0100000000000477,2.6120283219624043,5.05061081159989,1.77102123368482,0.4003230162698965,0.1951345027698721,2.595303481052673,OK,True,2720.0,2740.0,498.94,500.6,-7.941188839051015,112.62311264994158,43.341600159258505,9.967675332468742,167.0,19.9838622184202,0.0100000000000477,2.6120283219624043,5.05061081159989,1.77102123368482,0.4003230162698965,0.1951345027698721,2.595303481052673,2.6120283219624043,5.05061081159989,1.77102123368482,0.1703648436033844,2.595303481052673,68.3,0.0,Tinggi,False,4874.6,load_profile,0.609325,False,0.6829999999999999,36.5595,27.319999999999997,63.87949999999999,Sedang,1.722028795,0.0199838622184202,0.00034412786175432166,0.031192352977754634,5805.292451397263,False
20260811_224202_660,session_20260811_224202_660.zip,tt,dashboard_center,100 Hz,139,2780.0,2800.0,504.7,509.06,-7.941494349889253,112.622771798393,16.369703091557792,9.678373486155746,437,19.964720229839717,0.0100000000000477,2.609255372386654,5.332663585423066,2.8006937068115607,0.8014136845296758,0.063355213089733,2.6082531528080803,OK,True,2780.0,2800.0,504.7,509.06,-7.941494349889253,112.622771798393,16.369703091557792,9.678373486155746,437.0,19.964720229839717,0.0100000000000477,2.609255372386654,5.332663585423066,2.8006937068115607,0.8014136845296758,0.063355213089733,2.6082531528080803,2.609255372386654,5.332663585423066,2.8006937068115607,0.1089354758648057,2.6082531528080803,77.7,0.0,Tinggi,False,4579.0,load_profile,0.572375,False,0.777,34.3425,31.080000000000002,65.4225,Sedang,1.743172075,0.01996472022983972,0.0003480194278984418,0.03154037240565307,5734.858942574234,False
20260811_224202_660,session_20260811_224202_660.zip,tt,dashboard_center,100 Hz,140,2800.0,2820.0,509.07,511.17,-7.941707135271306,112.62296984216331,34.51846913091422,7.099749448605382,211,19.83910467014493,0.0100000000000477,3.88461973702448,7.35111223250527,2.8136242927645227,0.5040550048132261,0.2374627839194634,13.367275399358457,OK,True,2800.0,2820.0,509.07,511.17,-7.941707135271306,112.62296984216331,34.51846913091422,7.099749448605382,211.0,19.83910467014493,0.0100000000000477,3.88461973702448,7.35111223250527,2.8136242927645227,0.5040550048132261,0.2374627839194634,13.367275399358457,3.88461973702448,7.35111223250527,2.8136242927645227,0.2429125216014395,13.367275399358457,92.8,0.0,Tinggi,True,4448.9,load_profile,0.5561125,False,0.9279999999999999,33.36675,37.12,70.48675,Tinggi,1.8080819799999999,0.01983910467014493,0.0003587072765342289,0.031899079682187303,5528.958422577599,False
20260811_224202_660,session_20260811_224202_660.zip,tt,dashboard_center,100 Hz,141,2820.0,2840.0,511.18,513.33,-7.941856729559542,112.62309695801454,33.07381885238629,7.039744111852372,216,19.89492297774996,0.0100000000001045,4.2606016275178815,8.210310785892126,3.051850778001867,0.4523767199332916,0.3104723565733536,17.80526772548098,OK,True,2820.0,2840.0,511.18,513.33,-7.941856729559542,112.62309695801454,33.07381885238629,7.039744111852372,216.0,19.89492297774996,0.0100000000001045,4.2606016275178815,8.210310785892126,3.051850778001867,0.4523767199332916,0.3104723565733536,17.80526772548098,4.2606016275178815,8.210310785892126,3.051850778001867,0.3271909314111831,17.80526772548098,97.1,0.0,Tinggi,True,4656.3,load_profile,0.5820375,False,0.971,34.92225,38.839999999999996,73.76225,Tinggi,1.8506541825,0.01989492297774996,0.00036818622419288317,0.03226726590638019,5401.751103982584,False
20260811_224202_660,session_20260811_224202_660.zip,tt,dashboard_center,100 Hz,142,2840.0,2860.0,513.34,515.69,-7.941987740866409,112.62321737918592,30.57622486041034,9.061540203383409,236,19.951294632970075,0.0100000000001045,4.443293718829923,7.587754988562059,3.1397242397630456,0.4510985460125102,0.1100354955439437,18.683073612721717,OK,True,2840.0,2860.0,513.34,515.69,-7.941987740866409,112.62321737918592,30.57622486041034,9.061540203383409,236.0,19.951294632970075,0.0100000000001045,4.443293718829923,7.587754988562059,3.1397242397630456,0.4510985460125102,0.1100354955439437,18.683073612721717,4.443293718829923,7.587754988562059,3.1397242397630456,0.1224749540839695,18.683073612721717,95.7,0.0,Tinggi,True,4018.8,load_profile,0.5023500000000001,False,0.9570000000000001,30.141000000000005,38.28,68.421,Sedang,1.78035979,0.019951294632970077,0.00035520482722982736,0.032622470733610014,5615.009847490791,False
20260811_224202_660,session_20260811_224202_660.zip,tt,dashboard_center,100 Hz,144,2880.0,2900.0,518.11,521.92,-7.942284417059954,112.6234087456146,18.294055087040743,9.44915641917204,382,19.90901319341947,0.0100000000001045,3.1429111683870365,6.522361558548312,2.7134415230335134,0.7031990919885183,0.0936336542648682,5.993129025476124,OK,True,2880.0,2900.0,518.11,521.92,-7.942284417059954,112.6234087456146,18.294055087040743,9.44915641917204,382.0,19.90901319341947,0.0100000000001045,3.1429111683870365,6.522361558548312,2.7134415230335134,0.7031990919885183,0.0936336542648682,5.993129025476124,3.1429111683870365,6.522361558548312,2.7134415230335134,0.1490117273851341,5.993129025476124,87.1,0.0,Tinggi,False,4256.5,load_profile,0.5320625,False,0.871,31.92375,34.84,66.76375,Sedang,1.7603227875,0.019909013193419468,0.00035046289601014434,0.03297293362962016,5678.903197540432,False
20260811_224202_660,session_20260811_224202_660.zip,tt,dashboard_center,100 Hz,145,2900.0,2920.0,521.9300000000001,524.48,-7.942418803925911,112.62331988553912,28.837775608256692,5.694342357259811,256,19.966002173319797,0.0100000000001045,2.8676630871632254,4.823019460703959,3.0286563323563738,0.5509365322367389,0.1114395220250238,5.966475180862801,OK,True,2900.0,2920.0,521.9300000000001,524.48,-7.942418803925911,112.62331988553912,28.837775608256692,5.694342357259811,256.0,19.966002173319797,0.0100000000001045,2.8676630871632254,4.823019460703959,3.0286563323563738,0.5509365322367389,0.1114395220250238,5.966475180862801,2.8676630871632254,4.823019460703959,3.0286563323563738,0.1291960299619759,5.966475180862801,82.0,0.0,Tinggi,False,3939.2,load_profile,0.4924,False,0.82,29.544,32.8,62.343999999999994,Sedang,1.7041936,0.019966002173319796,0.0003402593312135769,0.03331319296083374,5865.923144356319,False
20260811_224202_660,session_20260811_224202_660.zip,tt,dashboard_center,100 Hz,146,2920.0,2940.0,524.49,528.35,-7.942561251035554,112.6231792205143,18.57824995860059,3.948504155368777,387,19.913888515344752,0.0100000000001045,3.1842382656439754,5.956362270904523,2.981018894470733,0.7030269346547876,0.3669299304319188,9.17032899245083,OK,True,2920.0,2940.0,524.49,528.35,-7.942561251035554,112.6231792205143,18.57824995860059,3.948504155368777,387.0,19.913888515344752,0.0100000000001045,3.1842382656439754,5.956362270904523,2.981018894470733,0.7030269346547876,0.3669299304319188,9.17032899245083,3.1842382656439754,5.956362270904523,2.981018894470733,0.57771225877492,9.17032899245083,88.5,0.0,Tinggi,True,4177.8,load_profile,0.522225,False,0.885,31.333500000000004,35.4,66.7335,Sedang,1.759768825,0.01991388851534475,0.0003504384019382923,0.03366363136277203,5680.651625854164,False
20260811_224202_660,session_20260811_224202_660.zip,tt,dashboard_center,100 Hz,147,2940.0,2960.0,528.36,533.14,-7.942709236152872,112.62321289226728,14.90610836347436,3.79,479,19.959967778449936,0.0100000000001045,2.477708996829523,4.708190299311217,2.2542718552102063,0.951905344281849,0.1596480274249795,5.067649832034108,OK,True,2940.0,2960.0,528.36,533.14,-7.942709236152872,112.62321289226728,14.90610836347436,3.79,479.0,19.959967778449936,0.0100000000001045,2.477708996829523,4.708190299311217,2.2542718552102063,0.951905344281849,0.1596480274249795,5.067649832034108,2.477708996829523,4.708190299311217,2.2542718552102063,0.2929975958523358,5.067649832034108,74.1,0.0,Tinggi,False,4165.5,load_profile,0.5206875,False,0.741,31.241249999999997,29.64,60.881249999999994,Sedang,1.6859783875,0.019959967778449935,0.00033652074289662983,0.03400015210566866,5929.25749161742,False
20260811_224202_660,session_20260811_224202_660.zip,tt,dashboard_center,100 Hz,149,2980.0,3000.0,620.19,623.77,-7.942910214306291,112.62353329473656,19.66507910234186,3.985595172486631,359,19.91719507288508,0.0100000000001045,2.8980987189949063,5.674514276086362,2.795967730927433,0.552286602593716,0.1137732274124913,7.4513394760817,OK,True,2980.0,3000.0,620.19,623.77,-7.942910214306291,112.62353329473656,19.66507910234186,3.985595172486631,359.0,19.91719507288508,0.0100000000001045,2.8980987189949063,5.674514276086362,2.795967730927433,0.552286602593716,0.1137732274124913,7.4513394760817,2.8980987189949063,5.674514276086362,2.795967730927433,0.1721797392986432,7.4513394760817,84.2,0.0,Tinggi,False,4512.1,load_profile,0.5640125,False,0.8420000000000001,33.84075,33.68000000000001,67.52075,Sedang,1.770187205,0.01991719507288508,0.0003525716387751021,0.03435272374444376,5647.17940531355,False
